filename,transcription,label
595111350.mp4," through the economic downturn last year so a lot of people across America have confused community banks and investment banks and they just lumped them all in together and there is a major difference. You've got community banks who have to have complete transparency. They've got the federal regulators that come in and check every dot and title. They have to make sure that everything is just the way the federal regulators want it. Some of us have been concerned that that over aggressiveness by federal regulators and the most stable of our institution, financial institutions, the community banks has helped dry up a great deal of the credit. So imagine the hypocrisy to have federal regulators just swarm in like locusts to community banks who are the most stable and have been the most careful in federal banking and they're being regulated by people who will not open their books to this congress. That in itself is such an outrage that it alone ought to be a basis for getting Ron Paul's bill here to the floor, getting it passed. Let's open them up. And I love what Newt Gingrich said. If transparency is good enough for the CIA, it really ought to be good enough for the Federal Reserve. And you're back, my friend. That's very good. I'm going to change gears here because I've got serious business.",2
595157587.mp4," by the gentleman and rise also in support of the amendment. The way the system works is that the administration asks the Congress for money. Many times that is not a popular request. Sometimes the only way that the votes can be found to provide the money the administration wants is to provide certain limitations on the use of that money. any administration to say, well, we will accept the money, but ignore the limitations. It's to greatly increase the likelihood that they will not get the money. That is not in the interest of the administration. It certainly does not respect the rightful traditions and progatives of the Congress. And so I very much am in agreement with the amendment and congratulate the Generalwoman from Texas for offering the amendment and the gentleman from Illinois for offering it in her stead. Gentlemen from Illinois? Are you back?",2
595161508.mp4," Chairman Marky for the tremendous work on this bill. When it comes to energy policy, the United States has been a sleeping giant. But the giant is beginning to stir. And with the passage of this legislation today, we'll awaken to a new era of possibility. That's what makes this so exciting. This bill, the American Clean Energy and Security Act, is going to create a new framework and new space space so that ordinary citizens and entrepreneurs can jump into that space and take us to the next level. And what most excites me is that this is about the future. The next generation is going to take these clean technologies. They're going to take this knowledge and they're going to lead us to a new place. I urge passage of this bill and I congratulate the architects of it and I yield back my time. Gentlemen, the else back is time, the gentleman.",0
595171526.mp4," as much time as I may consume. I rise to the support of this resolution, which expresses our condolences and sympathy for the people of Italy following the terrible loss of life, which occurred in the central abruzal region last April, which was struck by a powerful earthquake. Tragically the 6.3 magnitude earthquake that struck in the early morning of April 6 killed over 250 people. of thousands more were left homeless as their family properties were destroyed. Over 15,000 buildings, rich in culture and history were obliterated in just moments by the powerful shocks. I note that despite the danger from the strong aftershocks after the earthquake, heroic Italian rescue workers nevertheless entered the unstable buildings at risk to themselves and pulled over hundreds of survivors to safety. Mr. Speaker, when we think of Italy, our first thoughts are of the beauty, the history, the culture, and especially the warmth and kindness of its people. As a nation, America also has a tremendous affinity for Italy, since our country has been greatly enriched by those Italian immigrants who came to our shores, became a part of our American nation and contributed so much to our culture and economic prosperity. And so, in the wake of that immense disaster, Americans mourned in sympathy with the people of Italy over their tremendous loss and committed to stand with them as they work to rebuild and recover. I'm pleased to support this resolution, which expresses our deepest condolences to the Italian people, and notes that, with the support of American citizens, humanitarian organizations are continuing to provide assistance in the rebuilding of those cities that were affected by the earthquake. I urge my colleagues to support passage of this resolution. I yield back the balance of my time. Thank you.",2
595179947.mp4," second amendment to HR 1385. I have always supported granting the 6 Virginia tribes federal recognition and I am extremely happy that this bill has included language that seeks to prevent casino-style gaming in the Commonwealth of Virginia. However, I was troubled to learn of a change that was made to the bill without notification to any of the local communities that would be affected. In the section dealing with the monican Indian tribe, the area that the tribe could have placed in trust for their reservation grew from one county to Originally, it was an area of approximately 479 square miles, and now it's an area of approximately 3,728 square miles. What is even more disturbing to me is that none of these new localities knew that they would be part of an area in which the tribes could acquire lands. My office only discovered it once the bill was scheduled for floor consideration. This bill could dramatically affect these counties. If tribal lands were established in these counties, it could mean the localities would lose all control of the lands that were placed in trust in them. We would no longer be in control of zoning, environmental reviews, and these localities could no longer collect tax revenues from these lands. These are serious concerns and could greatly impact operations of the counties. The fact that the bill would establish tribal land in these counties is a total surprise to these jurisdictions. They have not had a sufficient opportunity to discuss and study how such a change would affect them. The addition of these new counties is also a total surprise to me and the counties involved they should be removed from this bill. I've also spoken to my colleagues Tom Perry-Ello and Rick Boucher of the fifth and ninth congressional districts who also represent these newly added counties and they also support this amendment. These counties, these communities should have the right to know how these changes will affect them as far as this legislation is concerned and the far-reaching consequences that could permanently change central Virginia. I reserve the balance of my time. For what purpose does the gentleman from Virginia rise?",2
595195666.mp4," from its amount of discussion about the pay-to-pay provision in this bill, and one of the things that we don't want to do is prevent cardholders the ability to be able to make payments by telephone or other means. However, a number of these companies have invested a lot of money in the technology to allow consumers to be able to pay their credit cards in different ways, And thereby avoid a late fee, many concerns that many of us have was that if we somehow regulated and denied the ability completely of credit card companies to be able to pay to charge a fee for this service that they would discontinue it, and we felt like that might even cost consumers more money because they would be charged late fees and interest. I also appreciate the gentleman as I think all of us believe that disclosure is an important part of making credit card use a better tool for consumers. And I'm glad to see that the gentleman also has some additional disclosure provisions in here, the size of the type. And so I think this particular amendment makes the overall bill better, and I thank the gentleman for his amendment, and I reserve a time. Chelma from Texas Reserves Time, Chelma from...",2
595197775.mp4," We can't afford the status quo any longer. So we're gonna stabilize the housing market and the financial markets. Gonna stimulate this economy and we're gonna place back into the system reasonable regulations so that America can really get back on track. And we see signs of that today. We see signs of that today. It's gonna be a rocky time and a steep hill for us to climb, but we are turning the corner. And I'm just proud to be part of this financial services committee with my friends here. under the chairmanship of Barney Frank and under a presidency of Barack Obama. With that, I'd return the message to my friend from Massachusetts. I'm going to recognize the gentleman from Wisconsin. Well, thank you. I really agree with your sentiment.",2
595216633.mp4," This summer going to vote, yes, I hope the vast majority will, after trying to make political points. This isn't the time for that. We're in the midst of a national economic crisis. Almost four and a half million jobs lost during this recession. Homes are being lost. And I think everybody has to participate in the solution and no one should exploit it. In one bonus payment, these executives, who worked in the division that helped bring about the havoc, are taking home more money than 99% of Americans take home in a year. The head of AIG has suggested returning the bonuses they should. And if they don't, we're taking action. We have the authority under the tax code not to punish, but to protect the tax payers of the United States of America. That's what we're doing today, and we should pass this overwhelmingly. Gentlemen's time is expired. Gentlemen from Michigan. I yield one minute to a-",2
595217088.mp4," of C-SPAN. I was watching what was going on. I was only elected in December. And I come from North Louisiana where people respect the institutions. And we're talking about two very big and very important institutions, AIG, which we know is too big to fail. That's the reason why we've been bailing AIG out. And then, of course, our presidency and Congress itself. I guess the rhetorical question I have after this embarrassment, which is, first of all, how did this screw up happen and where is that person or persons who is willing to own up to the mistake that was made here? But going back to the beginning, we remember that in the first tarp issue, money was, of course dealt out very quickly almost overnight as a result of the need or perceived need for bailout. And we found that money was going to spaz in California and feson hunting in the UK. And that should have at least given some warning that this kind of abuse would have happened. Then we fast forward, we released the money again, no strings attached, and we find out that some kind of deal with struck only with Democrats in the room that first put in and of course then took out in conference we think, there's very important clause that would have avoided bonuses going, very rich bonuses over a million dollars in some cases to people who were part of the problem. But it really comes down to this, is it in competency or is it dishonesty? I think that's the second question that we have to answer beyond who was involved in this. Certainly we have the Secretary of Treasurer who was approved under dubious conditions to begin with, having somehow forgotten or perhaps incompetently not paid his taxes, and then he was up to his hips in this whole situation with the bailout, But somehow, didn't realize that this clause would be put in and then somehow jerked out. And even the administration has more or less offered him up as a scapegoat by saying that they really didn't know really what was going on and that was really happened on his watch. I certainly think first and foremost that Mr. Geithner should resign. I think he's done enough damage as it is. Also, today was a disgrace in the house here where after having rammed down our throats, a stimulus bill in which no Republican supported, which did not contain the protective measure that should have been in to avoid these disgraceful bonuses, it was released only hours before But being, of course, over 1,000 pages, it was impossible for anyone on this side of the aisle to have any idea what was in that bill, much less some small clauses this. After all of that, hopefully to gain that money back and perhaps some honor to this house, the Republican freshman advanced a bill that would have put such strings attached to the 30 billion left in the bill out that would make it impossible for them to receive it without paying this back 100%. But instead that bill never made it to the floor and we had upon suspension another bill that was honestly a horrible bill, although it was the best bill we have to date, which only took back through taxes 90% of the money that was paid out in bonuses. And of course the question is, is this even constitutional? Is it constitutional to pass a bill that's pointed at a very small segment of the society to punish them and to do it on a retroactive basis? I'm not a lawyer, I don't know, but it'll be very interesting to see what comes to light. I would also like to know what part our speaker had in this. It just seems like that once light is thrown into a situation like this, all the leadership who is behind it blow out like a cubby Aquil. So I ask today that perhaps we have investigations, perhaps we have, we find the folks who are really behind this, but in any event we need to avoid this from happening again. So in closing I would say Mr. Speaker that the question is in competency or dishonesty. I certainly hope it's not the latter and if it is in competency I think we need to renew some leadership positions and get us back to a competent pathway and with that I yield back. I thank the gentleman from Louisiana for adding his thoughts to the mystery of the hidden and hand.",2
595237028.mp4," I rise to be in agreement with all of those who have edified the examples of tremendously the ship provided by the NAACP from a personal note, though I really want to commend my wife Vera, who is the chairman of our local Westside branch in NAACP and Mr. Carl Brinson, who is the president, they do outstanding work and have continued to do so. I also want to commend Hillary Shelton for the tremendous job that he has done over the years, keeping us informed. And so I commend the NAACP on its 100th anniversary. Thank you, Mr. Speaker, and I yield back the balance of my time. Gentlemen, for Illinois yields back the balance of his time. The gentleman from Georgia reserves the balance of his time. The gentleman from Texas. Reserve the balance of my time.",0
595238410.mp4," in support of House Resolution 114, supporting the goals and the ideals of national girls and women in sports day. Sports play an important role in the lives of American children. Millions of children participate in sports every day and many look to professional athletes as role models. In the past few decades, female athletes have made innumerable accomplishments and contributions to the athletic world. Women have set world records for speed, 100s of Olympic medals and excelled as highly watched professional athletes. They had become the first college basketball coach to win a thousand games, been elected to the National Baseball Hall of Fame, and been named among the top 10 influential people in sports history. Female athletes also have the opportunity to compete and win championships throughout their educational careers, like my daughter Caroline. Caroline plays for the Greenwood High School Fast Pit softball team as one back-to-back Kentucky State Championships in 2007 and 2008. I'm very proud of my daughter, her teammates, and all the other women and girls who compete in sports. Clearly, the accomplishments and importance of girls and women in sports are worthy of commemoration. With that, I encourage my colleagues to vote in favor of this resolution and I reserve the balance of my time.",0
595247986.mp4," And the thing is, this whole bill is actually a steamroller of socialism that's being forced down our throats, and the economy is going to choke the death on this steamroller of socialism that y'all are bringing forward. It's a non-steameless bill, it's not going to stimulate the economy, it's going to create very few jobs if any at all. You've given us a fair dollar of tax relief, y'all are going to spend $4 to put new grass on the Washington Mall. It's insane. It's absolutely insane, the things that are in this bill. I'm going to vote no and I encourage my colleagues to vote no and I encourage American people to stand up and say we're not going to tolerate this kind of stuff going on in this country. We've got to slow down. We've got to look at alternatives that really will stimulate the economy. That's my review of taxes and leaving dollars in the hands of the Gentlemen, signers, expires.",2
595255635.mp4," Congress, and yes, it's a new day, but what we're debating isn't that new. It's in fact a recycled campaign promise to a favored special interest and a sad reminder of the path this majority continues to take this country. As most folks already know, equal pay for equal work is the law of the land, and it has been since the passage of the Equal Pay Act of 1963. businesses do a tremendous job, paying employees fairly regardless of gender. But the bill before the House today treats wage discrimination as if it were systematic. And in the midst of economic challenges, we're failing to address the real challenges affecting Americans, wages, and the purchasing power of their paychecks. If this measure becomes law, power will be turned over to bureaucrats and trial lawyers to interject, distort, and oversee how wages are determined through lawsuits and through regulations. It means less incentive, Mr. Speaker, less incentive, for employers to offer a variety of working situations like flex time or more limited travel, because doing so may put an employer at risk of being sued, hardly a wise action on their part. In turn, current and prospective workers will suffer through lower wages, slower job creation, or simply fewer opportunities to make, to meet individual worker needs. All of this leads, Mr. Speaker, to this motion to recommit. One of the distinctive changes being made today to the Equal Pay Act is the inclusion of unlimited compensatory and punitive damages in a lawsuit. As members already know, compensatory damages redress wrongful conduct and punitive damages are to deter future wrongful conduct. But under the Equal Pay Act, an employee does not need to show discriminatory intent in order to prevail. As some have correctly described this bill, it's a boondoggle for trial lawyers. They'll be able to collect unlimited damages, even, Mr. Speaker, even when a disparity is not intended. This serves no legitimate purpose and turns the equal pay act into a lottery. That's why this motion is a simple, common sense change that caps reasonable, reasonable attorneys fees at $2,000 per hour. Now, surely we can agree on that. By limiting attorney's fees, it is the intent that lawyers would take cases based on actual discrimination and merit and prevent lawsuit abuse. Today's litigation system unfortunately does little to restrain the filing of lawsuits. It's why lawsuits can result in millions of dollars in lawyers fee yet plaintiffs get pennies on the dollar. It's why tort costs consume approximately 2 percent of our gross domestic product, billions of dollars. It's why 10 percent of every health dollar on every dollar spent on health care is attributed to the cost of liability and defensive medicine, hundreds of billions of dollars. This cap on attorney's fees will ensure that victims of discrimination are protected with appropriate incentives. Without a cap, this bill will have a detrimental effect on labor markets. Increasing lawsuits and unlimited damages will discourage hiring and may further segregate employment preferences for one gender in favor of another. On this side of the aisle, Republicans understand that fair-minded business folks want to make honest living without, favoring political friends or bureaucrats, impeding job creation or dictating how a business should be run. Let's adopt this motion to recommit. It's a new Congress and a new day, but let's not make our first act an old recycled campaign promise to political friends. I urge adoption of the motion to recommit and yield back the balance. Gentlemen, eels back to the balance of this time.",2
595256290.mp4," overall idea. It's a good bill in general. There needs to be more clarity. Many of us have wondered who is building these presidential libraries and this will help inform the public just who it is that's doing that. Concern I have is that there is provision in the bill for filing errors or omissions that could send somebody to prison for five years. Now As a former judge, I've presided over thousands and thousands of felony cases. I've sent, I don't know how many people to prison. That's not a concern. My reputation was, as one criminal was over her telling another, he'll give you a fair trial, but if you're guilty, you don't want his court. I don't have a problem sending people to prison. But one thing, probably the best conservative organization as far as getting out message, the Heritage Foundation, and the ACLU have actually been in agreement on this body, almost on whims, throws in a prison sentence as an added provision. And we are having people go to prison who shouldn't. If it is a dollar issue, then find a million, 10 million, whatever would be appropriate, but we should not in this body continually subject people to have being taken down in their home handcuffed when they made an error that should not be criminalized. So that is the concern I have. This never went through judiciary. It has been through prior congresses. Never went through judiciary. The crime subcommittee to look at that specific aspect. That is a concern. And it is something that we should not be doing over criminalizing provisions by just sticking that in as an exclamation point. It needs to be well thought through before we provide a way to send somebody to prison. So I appreciate the time and I hope that could be taken out because that is an aspect inappropriate. Tell Ms. Time has expired. Tell me from California Research Department.",2
